SEAT,COUNTY,REGION,COUNTRY,AGE_UNDR_10,AGE_10_19,AGE_20_29,AGE_30_39,AGE_40_49,AGE_50_59,AGE_60_69,AGE_70_79,AGE_OVR_80,LEAVE,CHILDPOVERTY_2022,STUDENT,A,C3,B,C5,E,D7,D6,C4,WHITE,BLACK,ASIAN,OTHR_ETH,BUDDHIST,CHRISTIAN,HINDU,JEWISH,MUSLIM,ATHEIST,NOREPLY,OTHER_RLG,SIKH,TOT_2010,WIN_2010,TURNOUT_2010,CON_2010_PCT,LAB_2010_PCT,LIB_2010_PCT,GRN_2010_PCT,UKIP_2010_PCT,OTH_2010_PCT,DUP_2010_PCT,SF_2010_PCT,APNI_2010_PCT,SDLP_2010_PCT,UUP_2010_PCT,GRNIR_2010_PCT,SNP_2010_PCT,GRNSC_2010_PCT,PC_2010_PCT,BNP_2010_PCT,TOT_2015,WIN_2015,TURNOUT_2015,CON_2015_PCT,LAB_2015_PCT,LIB_2015_PCT,GRN_2015_PCT,UKIP_2015_PCT,OTH_2015_PCT,DUP_2015_PCT,SF_2015_PCT,APNI_2015_PCT,SDLP_2015_PCT,UUP_2015_PCT,GRNIR_2015_PCT,SNP_2015_PCT,GRNSC_2015_PCT,PC_2015_PCT,TOT_2017,WIN_2017,TURNOUT_2017,CON_2017_PCT,LAB_2017_PCT,LIB_2017_PCT,GRN_2017_PCT,UKIP_2017_PCT,OTH_2017_PCT,DUP_2017_PCT,SF_2017_PCT,APNI_2017_PCT,SDLP_2017_PCT,UUP_2017_PCT,GRNIR_2017_PCT,SNP_2017_PCT,GRNSC_2017_PCT,PC_2017_PCT,TOT_2019,WIN_2019,TURNOUT_2019,CON_2019_PCT,LAB_2019_PCT,LIB_2019_PCT,GRN_2019_PCT,BRX_2019_PCT,OTH_2019_PCT,DUP_2019_PCT,SF_2019_PCT,APNI_2019_PCT,SDLP_2019_PCT,UUP_2019_PCT,GRNIR_2019_PCT,SNP_2019_PCT,GRNSC_2019_PCT,PC_2019_PCT,MEDWAGE,UE_MAY_2010,UE_MAY_2015,UE_MAY_2017,UE_NOV_2019,UE_AUG_2023
Cheltenham,GLS,SW,ENG,0.108,0.12,0.133,0.135,0.125,0.134,0.104,0.085,0.058,0.427,0.151,0.077456843,0.17314679,0.120297868,0.228173305,0.044849374,0.057170258,0.092632292,0.108022114,0.098251156,0.912675373,0.010137311,0.041408022,0.035779294,0.004695318,0.449817041,0.009455978,0.001661564,0.014571354,0.448902248,0.063876858,0.005395415,0.001624225,52786,LIB,0.668,0.411832683,0.051206759,0.505039215,0,0.022581745,0.009339598,0,0,0,0,0,0,0,0,0,0,53735,CON,0.695,0.461338048,0.072615614,0.3400763,0.050041872,0.070866288,0.005061878,0,0,0,0,0,0,0,0,0,57012,CON,0.723,0.466831544,0.094857223,0.421770855,0.016540377,0,0,0,0,0,0,0,0,0,0,0,59357,CON,0.732,0.479909699,0.049210708,0.463382583,0,0,0.00749701,0,0,0,0,0,0,0,0,0,724,0.031202127,0.01272669,0.011269844,0.020180786,0.019445028
Chesham and Amersham,BKM,SE,ENG,0.117,0.134,0.078,0.093,0.145,0.152,0.114,0.096,0.068,0.45,0.088,0.055594997,0.22999574,0.113887777,0.244401131,0.034219256,0.051025545,0.060125724,0.079061842,0.131687986,0.847237449,0.008749974,0.099755911,0.044256666,0.005523033,0.492997952,0.037213247,0.005036924,0.036985706,0.34727882,0.058415903,0.005616118,0.010932296,52444,CON,0.746,0.603653421,0.056097933,0.285027839,0.014625124,0.040595683,0,0,0,0,0,0,0,0,0,0,0,52730,CON,0.727,0.590517732,0.127289968,0.090290157,0.05501612,0.136886023,0,0,0,0,0,0,0,0,0,0,55252,CON,0.771,0.606566278,0.205856802,0.129931948,0.030044161,0.027600811,0,0,0,0,0,0,0,0,0,0,55685,CON,0.768,0.554009159,0.128688157,0.26267397,0.054628715,0,0,0,0,0,0,0,0,0,0,0,742,0.015380786,0.006830278,0.007251487,0.012656402,0.011664804
Chesterfield,DBY,EM,ENG,0.105,0.102,0.117,0.123,0.122,0.151,0.124,0.1,0.056,0.593,0.256,0.044780741,0.103430481,0.125001613,0.189908529,0.064623086,0.081188476,0.153371779,0.148572461,0.089122834,0.953538257,0.007979579,0.019820245,0.018661919,0.002649078,0.478657229,0.003614329,0.000332,0.009513085,0.442299442,0.056284856,0.00494423,0.001705277,45839,LAB,0.638,0.157376906,0.390300836,0.378324134,0.013089291,0.031239774,0.029669059,0,0,0,0,0,0,0,0,0,0,45567,LAB,0.636,0.180635109,0.479052823,0.138279896,0.029670595,0.165097549,0.007264029,0,0,0,0,0,0,0,0,0,47927,CON,0.665,0.347632858,0.548041814,0.054499551,0.016212156,0.033613621,0,0,0,0,0,0,0,0,0,0,45186,LAB,0.636,0.370026114,0.40213783,0.088191033,0.025406099,0.105585801,0.008653123,0,0,0,0,0,0,0,0,0,600,0.039618291,0.019864522,0.019006222,0.031491201,0.030873726
Chichester,WSX,SE,ENG,0.102,0.107,0.098,0.095,0.112,0.147,0.136,0.125,0.083,0.506,0.151,0.065736495,0.156697339,0.110316417,0.231604442,0.04851314,0.057238674,0.083601586,0.103381533,0.142910374,0.952779234,0.006668415,0.018073763,0.022478588,0.005007734,0.52789212,0.002464539,0.001835295,0.005899164,0.390070178,0.061001722,0.005462189,0.000367,56787,CON,0.696,0.553418916,0.104548576,0.273830278,0,0.068202229,0,0,0,0,0,0,0,0,0,0,0,57139,CON,0.685,0.576716428,0.12133569,0.085143247,0.065489421,0.149460089,0.001855125,0,0,0,0,0,0,0,0,0,59918,CON,0.705,0.601355185,0.223822557,0.112637271,0.033245435,0.027537635,0.001401916,0,0,0,0,0,0,0,0,0,61243,CON,0.716,0.5780579,0.14808223,0.227160655,0.041261858,0,0.005437356,0,0,0,0,0,0,0,0,0,634,0.021915991,0.008979751,0.010944518,0.01916343,0.017778697
Chingford and Woodford Green,LND,LND,ENG,0.136,0.114,0.107,0.141,0.138,0.137,0.099,0.077,0.055,0.492,0.141,0.070205235,0.161322944,0.117423604,0.218096485,0.03947829,0.090106442,0.080032672,0.088809947,0.134524381,0.635239326,0.107128717,0.141970035,0.115661923,0.005918146,0.461500792,0.028444611,0.014847462,0.130855631,0.269661165,0.067412687,0.013461699,0.007897808,43106,CON,0.665,0.527606366,0.226882569,0.168004454,0.015079107,0.026284044,0.006263629,0,0,0,0,0,0,0,0,0,0.029879831,43804,CON,0.657,0.479385444,0.28794174,0.054789517,0.042324902,0.128846681,0.006711716,0,0,0,0,0,0,0,0,0,46961,CON,0.712,0.49138647,0.43947105,0.043504184,0.025638296,0,0,0,0,0,0,0,0,0,0,0,48444,CON,0.741,0.484703988,0.45865329,0.056642721,0,0,0,0,0,0,0,0,0,0,0,0,811,0.035093932,0.017081815,0.01649657,0.023024922,0.022347221
Chippenham,WIL,SW,ENG,0.111,0.116,0.085,0.113,0.134,0.156,0.121,0.103,0.062,0.523,0.127,0.047710106,0.158224974,0.123207286,0.22675447,0.057665647,0.050590401,0.114327374,0.115785448,0.105734296,0.953334842,0.006710023,0.016696347,0.023258788,0.003650245,0.46446668,0.002892647,0.000836,0.006828222,0.452581245,0.062575637,0.004880113,0.001288901,52385,LIB,0.726,0.410422831,0.069103751,0.457573733,0.008513888,0.034036461,0.008113009,0,0,0,0,0,0,0,0,0,0.012236327,55407,CON,0.747,0.475643872,0.082318119,0.293789593,0.042052448,0.106195968,0,0,0,0,0,0,0,0,0,0,57140,CON,0.748,0.54719986,0.196639832,0.256160308,0,0,0,0,0,0,0,0,0,0,0,0,57099,CON,0.739,0.542811608,0.112068513,0.34511988,0,0,0,0,0,0,0,0,0,0,0,0,638,0.025134289,0.0101,0.009875312,0.018112456,0.017521649
Chipping Barnet,LND,LND,ENG,0.126,0.119,0.104,0.14,0.143,0.14,0.102,0.076,0.05,0.409,0.085,0.075333192,0.197260419,0.108102391,0.224783161,0.032388407,0.088703194,0.06273535,0.074952401,0.135741485,0.640399622,0.062198432,0.161610402,0.135791543,0.008892785,0.435040124,0.052590821,0.067534103,0.087702428,0.253355005,0.07413774,0.016015522,0.004731472,50608,CON,0.674,0.488065128,0.252390926,0.201588682,0.020174676,0.028493519,0.009287069,0,0,0,0,0,0,0,0,0,0,53013,CON,0.681,0.485899685,0.341482278,0.044913512,0.047177108,0.078301549,0.002225869,0,0,0,0,0,0,0,0,0,55423,CON,0.718,0.463327499,0.456958303,0.054345669,0.025368529,0,0,0,0,0,0,0,0,0,0,0,57569,CON,0.72,0.447202487,0.42614949,0.103041568,0.022373152,0,0.001233303,0,0,0,0,0,0,0,0,0,752,0.028560203,0.013891486,0.013651512,0.021998499,0.020403239
Chorley,LAN,NW,ENG,0.116,0.109,0.104,0.13,0.133,0.145,0.116,0.097,0.047,0.565,0.144,0.048637905,0.135566468,0.125944113,0.226926225,0.05813165,0.066935578,0.121314159,0.117186952,0.099356951,0.955270075,0.005523389,0.019417568,0.019788968,0.002123607,0.61046567,0.00301876,0.000429,0.014093896,0.315112846,0.050233311,0.003980573,0.000543,49774,LAB,0.701,0.380158316,0.432253787,0.139771768,0,0.040603528,0.007212601,0,0,0,0,0,0,0,0,0,0,51712,LAB,0.692,0.363397277,0.450997834,0.026183478,0.021484375,0.13526841,0.002668626,0,0,0,0,0,0,0,0,0,55634,CON,0.728,0.417604343,0.552629687,0.020239422,0.009526549,0,0,0,0,0,0,0,0,0,0,0,39870,OTH,0.51,0,0,0,0.090293454,0,0.909706546,0,0,0,0,0,0,0,0,0,649,0.02566752,0.014671296,0.016852076,0.023255814,0.022775514
Christchurch,DOR,SW,ENG,0.083,0.097,0.078,0.084,0.104,0.14,0.141,0.161,0.113,0.598,0.133,0.038287214,0.142188825,0.139167197,0.224740246,0.050254453,0.061187977,0.084446565,0.126192748,0.133534775,0.968840398,0.002516912,0.011969569,0.01667312,0.003428051,0.542326747,0.001753886,0.002813052,0.004122772,0.377996697,0.062137691,0.004999715,0.000421,49416,CON,0.718,0.564351627,0.098126113,0.252509309,0,0.085012951,0,0,0,0,0,0,0,0,0,0,0,49707,CON,0.717,0.581145513,0.095459392,0.065644678,0.043233347,0.21451707,0,0,0,0,0,0,0,0,0,0,50634,CON,0.72,0.695777541,0.198660979,0.079393293,0.026168187,0,0,0,0,0,0,0,0,0,0,0,51951,CON,0.726,0.652422475,0.126426825,0.178572116,0.042578584,0,0,0,0,0,0,0,0,0,0,0,737,0.018853191,0.007638447,0.008778695,0.015377738,0.015042468
Cities of London and Westminster,LND,LND,ENG,0.089,0.092,0.198,0.183,0.138,0.121,0.088,0.058,0.036,0.286,0.083,0.143873509,0.289495231,0.061397685,0.19817876,0.023102968,0.093949855,0.045398216,0.052468521,0.092135254,0.607446851,0.055673225,0.173106615,0.163773309,0.014717089,0.39542157,0.024505389,0.022941636,0.14386524,0.2918576,0.094280426,0.008917349,0.0034937,36931,CON,0.552,0.521621402,0.221710758,0.205085159,0.021066313,0.017979475,0.012536893,0,0,0,0,0,0,0,0,0,0,36185,CON,0.593,0.540831836,0.273566395,0.069669753,0.053972641,0.052342131,0.009617245,0,0,0,0,0,0,0,0,0,38654,CON,0.628,0.465799141,0.384358669,0.110467222,0.021239716,0.011020852,0.0071144,0,0,0,0,0,0,0,0,0,42723,CON,0.671,0.399059055,0.272078272,0.306532781,0.017040002,0,0.005289891,0,0,0,0,0,0,0,0,0,927,0.02482244,0.01393404,0.013430442,0.017197465,0.017003892
City of Chester,CHS,NW,ENG,0.108,0.102,0.145,0.128,0.123,0.133,0.109,0.093,0.058,0.427,0.145,0.097761345,0.162911797,0.108734678,0.213581729,0.052215472,0.066505772,0.108080796,0.105619821,0.084588589,0.923495033,0.011050385,0.035385168,0.030069414,0.003969402,0.499845413,0.009384942,0.000718,0.019358313,0.400390956,0.061047004,0.00428855,0.000997,46790,CON,0.667,0.405962813,0.350758709,0.190852746,0.011434067,0.026180808,0.014810857,0,0,0,0,0,0,0,0,0,0,51161,LAB,0.687,0.430503704,0.432321495,0.056097418,0,0.081077383,0,0,0,0,0,0,0,0,0,0,56421,CON,0.774,0.404937878,0.567572358,0.027489764,0,0,0,0,0,0,0,0,0,0,0,0,54560,LAB,0.717,0.383394428,0.496370968,0.068438416,0.026356305,0.025439883,0,0,0,0,0,0,0,0,0,0,575,0.027120865,0.013950674,0.015146558,0.027159002,0.026554743
City of Durham,DUR,NE,ENG,0.086,0.116,0.231,0.113,0.102,0.118,0.104,0.086,0.044,0.443,0.199,0.210817296,0.115124924,0.097868536,0.174493013,0.048687244,0.07810662,0.112372371,0.095821766,0.066708229,0.919675118,0.00796103,0.042532634,0.029831218,0.004368263,0.504594728,0.005415035,0.001469508,0.014010649,0.396324218,0.067073969,0.005324449,0.001419182,46252,LAB,0.685,0.13288074,0.443137594,0.376826948,0,0.018507308,0.003718758,0,0,0,0,0,0,0,0,0,0.024928652,45669,LAB,0.665,0.222404695,0.472880948,0.112833651,0.05883641,0.114563489,0.018480808,0,0,0,0,0,0,0,0,0,48324,CON,0.679,0.298154126,0.55401043,0.099060508,0.01649284,0.023094115,0.009187981,0,0,0,0,0,0,0,0,0,48859,LAB,0.686,0.317362206,0.420209173,0.162406107,0.03346364,0.066558873,0,0,0,0,0,0,0,0,0,0,574,0.024717843,0.012687393,0.014352003,0.021331445,0.020779037
Clacton,ESS,E,ENG,0.095,0.094,0.094,0.085,0.09,0.14,0.149,0.161,0.092,0.7,0.198,0.035384735,0.067990902,0.119155315,0.160704593,0.065729277,0.116570601,0.135167619,0.169919098,0.129377859,0.959941077,0.006419981,0.013455577,0.020183365,0.002990128,0.503045094,0.002077699,0.001714926,0.00476002,0.420420817,0.060440164,0.004254337,0.000297,43123,CON,0.642,0.530273868,0.250423208,0.129327737,0.012406372,0,0.031769589,0,0,0,0,0,0,0,0,0,0.045799225,44207,UKIP,0.641,0.366570905,0.143959101,0.018368132,0.026783089,0.444318773,0,0,0,0,0,0,0,0,0,0,44145,CON,0.644,0.612323026,0.253777325,0.020092876,0.016287235,0.076044852,0.021474686,0,0,0,0,0,0,0,0,0,43506,CON,0.613,0.722612973,0.154829219,0.058405737,0.028157036,0,0.035995035,0,0,0,0,0,0,0,0,0,513,0.050955551,0.028669675,0.034077606,0.049089317,0.047338415
Cleethorpes,HUM,YTH,ENG,0.104,0.109,0.093,0.111,0.115,0.152,0.133,0.112,0.065,0.684,0.164,0.047005375,0.083862298,0.112976708,0.18671615,0.084156642,0.089416432,0.169848989,0.133235219,0.092782186,0.971295677,0.002729194,0.012063674,0.013911455,0.00255931,0.501975235,0.002081431,0.000478,0.008771744,0.421776437,0.057600408,0.003801797,0.000956,44966,CON,0.64,0.421184895,0.325601566,0.182182093,0,0.071031446,0,0,0,0,0,0,0,0,0,0,0,45089,CON,0.635,0.466322163,0.29126838,0.02985207,0.022466677,0.185322362,0.004768347,0,0,0,0,0,0,0,0,0,47844,CON,0.658,0.571043391,0.353670262,0.023200401,0.009823593,0.042262353,0,0,0,0,0,0,0,0,0,0,46339,CON,0.629,0.689894042,0.227691577,0.05470554,0.027708841,0,0,0,0,0,0,0,0,0,0,0,629,0.038045345,0.02461473,0.020968779,0.027468448,0.026436345
Clwyd South,CON,WLS,WLS,0.117,0.118,0.107,0.12,0.12,0.144,0.121,0.1,0.052,0.602,0.212,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.976571001,0.003801207,0.007206749,0.012421044,0.002910838,0.480740427,0.000975,0.000424,0.005595591,0.438844143,0.065592765,0.004662993,0.000254,34681,LAB,0.645,0.302096249,0.383812462,0.171996194,0,0.023615236,0,0,0,0,0,0,0,0,0,0.086762204,0.031717655,35064,LAB,0.638,0.303701802,0.372205111,0.038472507,0.02609514,0.156285649,0,0,0,0,0,0,0,0,0,0.10323979,37474,CON,0.697,0.390830976,0.50707157,0.019506858,0,0.021401505,0,0,0,0,0,0,0,0,0,0.061189091,36306,CON,0.673,0.446813199,0.412686608,0.04120531,0,0.040434088,0,0,0,0,0,0,0,0,0,0.058860794,567,0.035491988,0.019582042,0.015639875,0.030549663,0.030388269
Clwyd West,CON,WLS,WLS,0.096,0.109,0.093,0.096,0.105,0.147,0.142,0.125,0.081,0.525,0.22,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.966431738,0.002156131,0.017249047,0.014163084,0.003315185,0.511859199,0.00252008,0.000579,0.007829767,0.403172336,0.065158212,0.005201876,0.000364,38111,CON,0.658,0.41544436,0.247015297,0.152213272,0,0.02267062,0.008790113,0,0,0,0,0,0,0,0,0.153866338,0,38028,CON,0.648,0.43291785,0.255942989,0.036473125,0,0.131166509,0.021194909,0,0,0,0,0,0,0,0,0.122304618,40654,CON,0.698,0.480666109,0.396123383,0.026836228,0,0,0,0,0,0,0,0,0,0,0,0.096374281,40203,CON,0.697,0.50749944,0.339676144,0.055642614,0,0,0,0,0,0,0,0,0,0,0,0.097181802,612,0.034784209,0.020577713,0.020760743,0.034209428,0.032148028
"Coatbridge, Chryston and Bellshill",SCT,SCT,SCT,0.111,0.117,0.121,0.131,0.132,0.151,0.116,0.079,0.041,0.387,0.222,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,41635,LAB,0.594,0.081037589,0.665978143,0.084520235,0,0,0,0,0,0,0,0,0,0.168464033,0,0,0,50698,SNP,0.686,0.063296383,0.339165253,0.01082883,0,0.020691152,0,0,0,0,0,0,0,0.566018383,0,0,45040,CON,0.633,0.162477798,0.426132327,0.020470693,0,0,0,0,0,0,0,0,0,0.390919183,0,0,48221,SNP,0.661,0.126770494,0.353704817,0.032434002,0,0,0,0,0,0,0,0,0,0.470334502,0.016756185,0,670,0.050903956,0.02910864,0.026020549,0.035139781,0.036145164
Colchester,ESS,E,ENG,0.131,0.113,0.172,0.155,0.128,0.118,0.079,0.065,0.038,0.51,0.141,0.107510927,0.12166268,0.112911203,0.211529338,0.052074817,0.06843715,0.105845421,0.126840889,0.093187576,0.834556479,0.045203898,0.067196293,0.053043331,0.00840465,0.415202648,0.01743097,0.001582432,0.027708703,0.45838043,0.063192314,0.006838366,0.001259487,46139,LIB,0.623,0.32876742,0.123106266,0.480092763,0.015041505,0.029259412,0.008452719,0,0,0,0,0,0,0,0,0,0.015279915,48593,CON,0.655,0.389335913,0.16158706,0.274607454,0.05142716,0.120799292,0.002243121,0,0,0,0,0,0,0,0,0,53545,CON,0.669,0.458772995,0.352750023,0.169707722,0.015463629,0,0.003305631,0,0,0,0,0,0,0,0,0,53373,CON,0.646,0.504318663,0.327768722,0.139246435,0.02866618,0,0,0,0,0,0,0,0,0,0,0,702,0.033061844,0.013289805,0.013920855,0.023437216,0.022527386
Colne Valley,WYK,YTH,ENG,0.119,0.119,0.099,0.122,0.131,0.15,0.12,0.093,0.052,0.498,0.179,0.062552628,0.13878591,0.116509738,0.221110419,0.05501788,0.078453244,0.115787977,0.105628643,0.10615356,0.836013175,0.017929557,0.104522675,0.041534593,0.002328546,0.416322845,0.003532662,0.000452,0.096160997,0.412568838,0.056150727,0.004249818,0.008234023,55296,CON,0.691,0.369646991,0.263834635,0.282172309,0.015679253,0.021032263,0.013400608,0,0,0,0,0,0,0,0,0,0.034233941,56800,CON,0.688,0.444471831,0.349788732,0.059982394,0.033785211,0.100950704,0.011021127,0,0,0,0,0,0,0,0,0,60420,CON,0.716,0.461817279,0.476961271,0.041277723,0.014763323,0,0.005180404,0,0,0,0,0,0,0,0,0,60910,CON,0.724,0.484025612,0.400246265,0.062633394,0.017534067,0.021113118,0.014447546,0,0,0,0,0,0,0,0,0,617,0.034943121,0.017875148,0.016186761,0.027990641,0.027113191
Congleton,CHS,NW,ENG,0.108,0.108,0.085,0.102,0.124,0.158,0.131,0.121,0.066,0.526,0.131,0.044827066,0.168545588,0.122313685,0.235234701,0.056971358,0.056890086,0.099824686,0.104097247,0.111295585,0.968646373,0.003277617,0.011630254,0.016445756,0.002748996,0.555056806,0.001989658,0.000942,0.004277283,0.37855399,0.052125185,0.003527557,0.000779,50780,CON,0.703,0.457857424,0.172252855,0.318767231,0,0.042280425,0.008842064,0,0,0,0,0,0,0,0,0,0,50976,CON,0.703,0.532878217,0.203841023,0.090689736,0.036801632,0.135789391,0,0,0,0,0,0,0,0,0,0,56231,CON,0.733,0.566057868,0.341644289,0.051608543,0.017766001,0.022923299,0,0,0,0,0,0,0,0,0,0,57233,CON,0.707,0.589642339,0.265336432,0.105288907,0.028235459,0,0.011496864,0,0,0,0,0,0,0,0,0,708,0.022541834,0.008477022,0.009169657,0.016402493,0.015387355
Copeland,CMA,NW,ENG,0.099,0.103,0.101,0.107,0.115,0.161,0.141,0.112,0.063,0.598,0.164,0.037855331,0.109862924,0.099967326,0.188405346,0.092483391,0.091472048,0.1441241,0.139689751,0.096139783,0.978957274,0.002574793,0.00844323,0.010024702,0.002470104,0.639207998,0.000941,0.000314,0.003933869,0.295889695,0.05347971,0.003594067,0.00017,42787,LAB,0.678,0.370813565,0.46039685,0.102016968,0.009091546,0.023231355,0,0,0,0,0,0,0,0,0,0,0.034449716,39631,LAB,0.638,0.357952108,0.422648936,0.034518433,0.029749439,0.155131084,0,0,0,0,0,0,0,0,0,0,42927,CON,0.695,0.490646912,0.451161274,0.032706688,0,0.025485126,0,0,0,0,0,0,0,0,0,0,42523,CON,0.689,0.537497354,0.40011288,0.044399501,0.017990264,0,0,0,0,0,0,0,0,0,0,0,685,0.029874488,0.019180595,0.025962043,0.027181658,0.026628666
Corby,NTH,EM,ENG,0.127,0.123,0.102,0.135,0.128,0.146,0.112,0.083,0.043,0.601,0.206,0.052245071,0.10829224,0.10862999,0.188474046,0.065784014,0.061972266,0.198143341,0.116079786,0.100379245,0.931337865,0.025258767,0.018075081,0.025328287,0.002417642,0.497632565,0.00473487,0.000857,0.006480516,0.426138339,0.054624802,0.004310045,0.002803847,54236,CON,0.695,0.421970647,0.387030754,0.144442806,0,0,0,0,0,0,0,0,0,0,0,0,0.046555793,56174,CON,0.704,0.427653363,0.384715349,0.025955068,0.024459714,0.137216506,0,0,0,0,0,0,0,0,0,0,59997,CON,0.723,0.492257946,0.447422371,0.025751288,0.009650483,0.024917913,0,0,0,0,0,0,0,0,0,0,60484,CON,0.702,0.552377488,0.382613584,0.065008928,0,0,0,0,0,0,0,0,0,0,0,0,599,0.035104875,0.015418352,0.01447856,0.024629007,0.025278164
Coventry North East,WMD,WM,ENG,0.147,0.123,0.177,0.167,0.118,0.106,0.077,0.053,0.032,0.592,0.294,0.098350207,0.078049086,0.109989656,0.149850066,0.053349215,0.122882905,0.179972625,0.1288907,0.078665538,0.591921871,0.110722611,0.218382767,0.078972751,0.002813324,0.439272394,0.0426098,0.000707,0.137876985,0.258713266,0.053412964,0.00544981,0.059144106,43383,LAB,0.594,0.22149229,0.49291197,0.166194131,0,0.0297582,0.04670032,0,0,0,0,0,0,0,0,0,0.042943088,42231,LAB,0.56,0.230896735,0.521536312,0.04752433,0.029480713,0.148658568,0.021903341,0,0,0,0,0,0,0,0,0,46508,CON,0.614,0.299281844,0.634277974,0.02487744,0.010793842,0.029027264,0.001741636,0,0,0,0,0,0,0,0,0,44444,LAB,0.585,0.353703537,0.526775268,0.046372964,0.025672757,0.047475475,0,0,0,0,0,0,0,0,0,0,584,0.065580655,0.02436339,0.022759883,0.037260753,0.035714714
Coventry North West,WMD,WM,ENG,0.124,0.109,0.176,0.159,0.116,0.114,0.086,0.073,0.046,0.586,0.212,0.091677751,0.10261986,0.121531433,0.181435429,0.063200509,0.091828119,0.145844659,0.120421028,0.081441212,0.749659801,0.058020319,0.13006804,0.062251841,0.002777493,0.47013263,0.029359406,0.000503,0.07289521,0.321685882,0.056519186,0.005042361,0.041084527,46560,LAB,0.639,0.293127148,0.428178694,0.179209622,0.010674399,0.027813574,0.025214777,0,0,0,0,0,0,0,0,0,0.035781787,45246,LAB,0.615,0.310480484,0.410135703,0.040003536,0.043340848,0.15694205,0.039097379,0,0,0,0,0,0,0,0,0,49849,CON,0.663,0.367389516,0.539509318,0.02579791,0.013360348,0.030592389,0.023350519,0,0,0,0,0,0,0,0,0,47744,LAB,0.635,0.433771783,0.438128351,0.056907674,0.030223693,0.040968499,0,0,0,0,0,0,0,0,0,0,627,0.047728194,0.018114969,0.016951251,0.027940655,0.027136117
Coventry South,WMD,WM,ENG,0.097,0.134,0.287,0.135,0.093,0.089,0.071,0.059,0.036,0.489,0.227,0.251897839,0.112571664,0.092458269,0.147181485,0.0430036,0.084085606,0.115095077,0.089512527,0.064193933,0.63519793,0.094379807,0.200596694,0.069825568,0.005350982,0.409121312,0.046407449,0.001038513,0.095279166,0.313648525,0.074429698,0.00606386,0.048660494,45924,LAB,0.624,0.334291438,0.418016723,0.180254333,0.013914293,0.038476614,0.015046599,0,0,0,0,0,0,0,0,0,0,43699,LAB,0.621,0.349756287,0.422709902,0.040710314,0.039337285,0.130643722,0.016842491,0,0,0,0,0,0,0,0,0,47009,CON,0.665,0.381352507,0.550405242,0.028568997,0.012848603,0.022059606,0.004765045,0,0,0,0,0,0,0,0,0,45044,LAB,0.635,0.42498446,0.433886866,0.07543735,0.024242962,0.031791138,0.009657224,0,0,0,0,0,0,0,0,0,683,0.04519975,0.017258934,0.015808226,0.023950473,0.023278255
Crawley,WSX,SE,ENG,0.142,0.122,0.113,0.159,0.143,0.129,0.093,0.059,0.039,0.584,0.219,0.059175582,0.105387468,0.14017463,0.181416922,0.065245968,0.077878357,0.142002159,0.135514968,0.093203946,0.733711981,0.044990379,0.153900685,0.067396955,0.004464399,0.426160195,0.051395441,0.00081,0.097229372,0.350695822,0.056712211,0.005350527,0.007181859,47504,CON,0.653,0.447625463,0.322835972,0.144072078,0.012588414,0.029092287,0.00858875,0,0,0,0,0,0,0,0,0,0.035197036,48550,CON,0.657,0.470216272,0.335798146,0.027579815,0.022657055,0.143748713,0,0,0,0,0,0,0,0,0,0,50273,CON,0.685,0.505758558,0.456885406,0.037356036,0,0,0,0,0,0,0,0,0,0,0,0,49899,CON,0.672,0.541894627,0.3743562,0.054670434,0.029078739,0,0,0,0,0,0,0,0,0,0,0,671,0.035799455,0.013362967,0.013233872,0.025240036,0.023167783
Crewe and Nantwich,CHS,NW,ENG,0.117,0.115,0.116,0.122,0.129,0.145,0.109,0.093,0.054,0.59,0.183,0.048425529,0.116757669,0.115315161,0.191533012,0.07269172,0.073193927,0.167213395,0.12725058,0.087619007,0.930464794,0.008864907,0.029178857,0.031491442,0.003179831,0.540615118,0.005290959,0.00071,0.012053575,0.377795492,0.056010582,0.003679144,0.000666,51084,CON,0.641,0.458460575,0.340106491,0.149870801,0,0.0276799,0.003464881,0,0,0,0,0,0,0,0,0,0.020417352,49896,CON,0.673,0.449835658,0.377284752,0.027537278,0,0.145342312,0,0,0,0,0,0,0,0,0,0,55027,CON,0.697,0.470314573,0.471186872,0.024242645,0,0.034255911,0,0,0,0,0,0,0,0,0,0,54032,CON,0.673,0.531240746,0.373778502,0.048452769,0.018044862,0.025725496,0.002757625,0,0,0,0,0,0,0,0,0,582,0.035960326,0.015093123,0.015812712,0.025992948,0.025322726
